key,zh_text,en_translation
hintEmptyFallback2,這一帶看似空曠，但仍需保持警覺。,
hintEmptyFallback3,沙丘連綿，看似平凡的一段路程。,
hintFood,聞到食物的香味,
hintFootprints,看見腳印,
hintFootsteps,聽到震撼的腳步聲,
hintFreshWater,聞到清新的水氣,
hintGiantShadow,看到巨大的身影,
hintGreen,看到綠色植物,
hintHoly,感受到神聖的力量,
hintHugeShadow,看見巨大的陰影,
hintKilling,感覺到殺氣,
hintLaughter,聽到旅人的歡笑聲,
hintMaskedMerchant,看見蒙面商人,
hintMerchant1,聽到駱駝的叫聲,
hintMerchant10,空氣中混雜著各種香料氣息,
hintMerchant2,遠方有炊煙升起,
hintMerchant3,風中飄來茶香,
hintMerchant4,看到色彩繽紛的布料,
hintMerchant5,傳來異國語言的交談聲,
hintMerchant6,聞到烤肉的香味,
hintMerchant7,沙地上有駱駝隊的足跡,
hintMerchant8,遠處傳來悠揚的商隊歌謠,
hintMerchant9,看見貨物堆積的輪廓,
hintMerchantFlag,看見商人的旗幟,
hintMiniBoss1,廢墟中傳來詭異的聲響,
hintMiniBoss10,前方建築散發著濃烈的殺意,
hintMiniBoss2,神殿門口堆滿白骨,
hintMiniBoss3,空氣中充滿死亡的氣息,
hintMiniBoss4,地面上刻著警告的符號,
hintMiniBoss5,遠處神殿發出不祥的紅光,
hintMiniBoss6,聽到古老的咒語吟唱,
hintMiniBoss7,周圍的沙粒違反常理地飄浮,
hintMiniBoss8,神殿上空盤旋著不詳的烏鴉,
hintMiniBoss9,感受到來自遠古的惡意,
hintMoist,感覺到濕潤的空氣,
hintMonster1,遠方傳來金屬碰撞聲,
hintMonster10,遠處揚起一陣詭異的塵埃,
hintMonster2,沙地上有新鮮的血跡,
hintMonster3,空氣中瀰漫著不安的氣息,
hintMonster4,有東西在沙丘後移動,
hintMonster5,聽到低沉的嘶吼,
hintMonster6,沙面有爪痕拖曳的痕跡,
hintMonster7,周圍突然變得異常安靜,
hintMonster8,風中夾雜著野獸的氣味,
hintMonster9,前方沙地似乎有什麼在掙扎,
hintMystery,感受到神秘的力量,
hintMysteryDeal,聽到神秘的交易聲,
hintNothing,什麼都沒有,
hintOasis1,空氣變得涼爽宜人,
hintOasis10,聞到青草與泥土的氣息,
hintOasis2,聽到鳥類的鳴叫聲,
hintOasis3,遠方有一片綠意,
hintOasis4,風中帶來花草的芬芳,
hintOasis5,看見水面反射的波光,
hintOasis6,感覺沙漠中的生機,
hintOasis7,聽到蛙鳴與蟲叫,
hintOasis8,前方的溫度明顯降低,
hintOasis9,看見蝴蝶在空中飛舞,
hintOldBackpack,看見破舊的背包,
hintOnlyDesert,只有沙漠,
hintPalms,看見棕櫚樹的倒影,
hintPeaceful,風平浪靜,
hintPowerful,感受到強大的氣息,
hintPyramid1,遠方聳立著宏偉的建築,
hintPyramid10,感覺被無數雙眼睛注視,
hintPyramid2,沙漠中出現巨大的幾何形狀,
hintPyramid3,感受到古文明的召喚,
hintPyramid4,石塊上刻滿象形文字,
hintPyramid5,空氣中瀰漫著歷史的厚重感,
hintPyramid6,看見斯芬克斯的身影,
hintPyramid7,金字塔入口散發幽暗的光,
hintPyramid8,聽到來自地底的迴響,
hintPyramid9,前方有法老的詛咒警告,
hintPyramidTop,看到金字塔的尖頂,
hintRoar,聽到咆哮聲,
hintRune,看見發光的符文,
hintSandstorm,看到黃沙漫天,
hintSandstorm1,遠方捲起巨大的沙柱,
hintSandstorm10,周圍的景物開始扭曲變形,
hintSandstorm2,風勢越來越猛烈,
hintSandstorm3,視線開始變得模糊,
hintSandstorm4,空氣中充滿細沙,
hintSandstorm5,聽到沙粒打在石頭上的聲音,
hintSandstorm6,天空泛起詭異的黃褐色,
hintSandstorm7,前方能見度急劇下降,
hintSandstorm8,感覺皮膚被沙粒刺痛,
hintSandstorm9,狂風捲起漫天沙塵,
hintShining,看見反光的物體,
hintShrine,看到神秘的祭壇,
hintShrine1,空氣中飄蕩著香火的氣息,
hintShrine10,感覺心靈得到了淨化,
hintShrine2,聽到虔誠的祈禱聲迴響,
hintShrine3,神像的眼睛似乎在發光,
hintShrine4,祭壇上擺放著供品,
hintShrine5,感受到神明的庇佑,
hintShrine6,牆上的壁畫栩栩如生,
hintShrine7,神殿散發出柔和的聖光,
hintShrine8,聞到乳香與沒藥的香味,
hintShrine9,地面上有朝拜者的印記,
hintSilent,寂靜無聲,
hintSpices,聞到香料的味道,
hintStatue,發現古老的雕像,
hintStone,看見巨大的石碑,
hintStrangeMark,看到奇怪的地標,
hintStrongWind,感覺到強風吹來,
hintTemple,看到古老的神殿,
hintTent,看到商旅的帳篷,
hintTerror,感覺到恐怖的壓迫感,
hintTragedy,察覺到悲劇的痕跡,
hintTreasure,察覺到寶藏的氣息,
hintTreasure1,沙地下似乎有金屬的光澤,
hintTreasure10,發現被風吹出的金幣,
hintTreasure2,發現半掩埋的寶箱邊角,
hintTreasure3,地面有人工挖掘的痕跡,
hintTreasure4,石碑上刻著藏寶圖的線索,
hintTreasure5,聽到地底傳來空洞的回聲,
hintTreasure6,遠處有奇特的岩石排列,
hintTreasure7,沙面下露出古老的木板,
hintTreasure8,月光下看見地面的異樣,
hintTreasure9,感覺這裡埋藏著什麼,
hintWater,聽到流水聲,
hintWindSound,聽到風沙呼嘯,
hp,HP,
hpLoss,HP）,
hpRestore,HP,
hpStaminaLoss,HP,
hpStaminaRecovered,(HP/體力完全恢復),
inputPlaceholder,請輸入指令...,
input_echo,你輸入了：{cmd},
inventory,背包,
inventoryEmpty,背包是空的,
language,語言,
languageChinese,繁體中文,
languageEnglish,English,
languageFrench,Français,
leaveBlackMarket,離開黑市。,
leaveStation,離開驛站,
left,左,
leftStation,你離開了驛站，繼續踏上旅程。,
leftTradingPost,你離開了驛站，繼續踏上旅程。,
levelUp,升級！你現在等級,
level_detection_ng,偵測到你已完成 {pts} 次周目；選擇「周目+」以啟用額外職業與起始加成。,
load,📂 讀取,
luckCombat,幸運(戰),
luckConsumed,戰鬥幸運 -1（剩餘 {remaining}）。,
luckGain,獲得戰鬥幸運 +{luck}，提高暴擊與閃避機率。,
luckGoldShort,幸運(金),
luckyBonus,幸運加成,
mageSpell,法術,
maxHpBonus,最大生命,
maxStamina,最大體力,
maxStaminaBonus,最大體力,
minorInjury,（小心離開時受到輕傷,
mirageAppear,💫 你看到了遠處的幻象...,
mirageDanger,⚠️ 幻象引導你走入危險區域！,
mirageHallucination,😵 那只是海市蜃樓...你追逐幻象消耗了體力。,
mirageReal,🌴 幻象是真的！你找到了一處隱藏的綠洲！,
mirageRecovery,完全恢復HP和體力，並且找到,
mirageTreasure,✨ 幻象指引你找到了真正的寶藏！,
movedSteps,已移動,
musicOff,音樂：關閉,
musicOn,音樂：開啟,
noEquipmentInSlot,此欄位沒有裝備。,
noMatchingItems,（無對應物品）,
noSpecialAttributes,無特殊屬性,
noSymbolEffect,此符號沒有主要效果。,
no_flag_on_lightning,你的血脈在閃電技能時沒有特殊效果,
nomadCampMet,⛺ 你遇到了一個遊牧民族的營地...,
nomadGiftItem,🎁 遊牧民贈送你一件,
nomadHospitality,🏕️ 遊牧民熱情地接待了你，提供食物和休息。,
nomadHostile,⚔️ 這個部落對外來者不友善！,
nomadLegends,📖 遊牧民告訴你關於沙漠的古老傳說和秘密。,
none,無,
normalAttack,你發動普通攻擊 x{count}{crit}，對敵人造成 {damage} 傷害。,
notEnoughGold,金幣不足，無法購買此物品。,
notEnoughGoldShop,❌ 金幣不足！,
notInBattle,目前不在戰鬥中。,
notSet,（未設定）,
notUnlocked,未解鎖,
not_selected,（尚未選擇）,
not_selected_bloodline,尚未選擇血脈,
not_unlocked_class,該職業尚未解鎖,
nothingHappened,什麼都沒發生。,
oasisFound,發現綠洲，恢復生命與體力。,
obtained,獲得,
obtainedGold,獲得,
player,玩家,
playerHp,玩家 HP,
playthrough_decremented,已將週目數減 1,
playthrough_incremented,已將週目數加 1,
playthrough_label,目前週目（已完成次數）：,
playthrough_reset,已重置週目與選角,
please_enter_command,請輸入指令。,
pointDamage,點傷害！,
poisonDamage,受到毒素傷害,
potionBroken,🧪 在掙扎中不小心打破了一瓶藥水（-1藥水）,
potionItem,藥水 x1,
potionUse,使用紅色水瓶 x{count}（連擊 x{combo}，地圖{map}），回復 HP {hp}、體力 {stamina}。,
potions,藥水,
price,價格,
primary_symbol_msg,主要符號：{primary}，匹配數：{matchCount}{bonusMsg}，連續 x{effectiveCombo}（乘數 x{comboMultiplier}）,
prophecyCombat,「你將在下一次戰鬥中獲得勝利的力量」,
prophecyDefense,「危險即將降臨，但你會倖存」,
prophecyGold,「財富之神將眷顧你」,
purchased,已購買,
pyramidComplete,金字塔副本完成！探索了,
pyramidDanger,這裡充滿危險，但也蘊藏著巨大的寶藏...,
pyramidEnemyStrong,⚠️ 金字塔敵人實力強大！血量x,
pyramidExploration,🔺 金字塔探險,
pyramidFound,🔺 你發現了一座古老的金字塔！,
pyramidInfo,高額獎勵與裝備掉落機率,
pyramidPassage,你在金字塔的通道中，感受著古老的氣息...,
pyramidStart,🔺 金字塔副本開始！你有 8 步探險機會。,
quicksandDeep,💀 你陷入流沙深處，幾乎要窒息！,
quicksandEscaped,💨 你迅速脫離了流沙區域！,
quicksandStruggle,😰 你在流沙中掙扎，消耗了大量體力和生命。,
quicksandTrapped,⚠️ 你踩到了流沙！,
receivedDamage,受到,
remaining,剩餘,
remainingSteps,剩餘步數,
reset_to_zero,重置為 0,
revealAttributes,揭露裝備屬性,
reward_gold,獲得金幣 {gold},
right,右,
ruinsFound,🏛️ 你發現了一處古代遺跡...,
ruinsGuardian,👹 遺跡的守護者被喚醒了！,
ruinsKnowledge,📜 你研究了遺跡上的銘文，獲得了古老的知識。,
ruinsTrap,💥 你觸發了遺跡的守護機關！,
sandstormDamage,風暴造成生命損失,
sandstormEncounter,遭遇沙漠風暴，受到些微損傷。,
save,💾 儲存,
scorpionAvoided,🏃 你小心地繞過毒蠍，成功避開了危險！,
scorpionNest,🦂 你無意中闖入了毒蠍的巢穴！,
scorpionStung,😣 你被毒蠍蜇了一下！,
scorpionSwarm,💀 多隻毒蠍攻擊了你！,
scorpionTreasure,✨ 在躲避毒蠍時，你發現了牠們守護的寶藏！,
select_button,選擇,
sellBtn,賣出,
setBonus,套裝效果,
shield,護盾,
shieldAbsorbed,護盾吸收,
shieldGain,你獲得防禦 x{count}（連擊 x{combo}），護盾 +{shield}。,
shrineBlessing,✨ 神殿的祝福降臨！最大體力,
simulate_finish,模擬：完成一個周目，週目數 +1,
simulate_finish_btn,模擬完成一個周目,
simulate_skill_btn,模擬：觸發技能（閃電圖示）,
skill,技能,
skillAttack,你使用技能 x{count}{crit}，對敵人造成 {damage} 傷害，消耗體力 {stamina}。,
soldItem,💰 賣出,
spent,花費,
spin,旋轉,
stamina,體力,
staminaConsumed,消耗體力,
staminaLoss,體力,
staminaRestore,體力,
start_spinning,開始旋轉...,
status_bleed,流血,
status_burn,灼燒,
status_burn_mage,灼燒,
status_burn_strong,焚身,
status_curse_mage,詛咒,
status_frozen,冰凍,
status_poison,中毒,
status_shock_mage,震懾,
stepCount,步。,
steps,步,
stop,停止,
strangerCurse,😈 陌生人露出邪惡的笑容，對你施加了詛咒！,
strangerDisappear,金幣後消失了。,
strangerGamble,🎲 陌生人邀請你賭一把：投入100金幣，有機會獲得雙倍或失去全部...,
strangerGambleLost,😔 你輸了，損失100金幣。,
strangerGambleWon,🎉 你贏了！獲得200金幣（淨賺100）！,
strangerGiftGold,💰 陌生人贈送你,
strangerGiftItem,✨ 陌生人贈送你,
strangerGiftPotions,🧪 陌生人給了你2瓶藥水後神秘地消失了。,
strangerLeaves,陌生人微笑著離開了。,
strangerMerchant,🏪 陌生人原來是個特殊商人！,
strangerMet,👤 你遇到了一位神秘的陌生人...,
strangerNoGold,陌生人想邀請你賭博，但你的金幣不足（需要100金幣）。,
strangerProphecy,🔮 陌生人預言了你的未來...,
strangerSmoke,後化作煙霧消失了！,
strengthX,強度x,
submit,送出,
supplies,補給物資,
supplyNoGold,金幣不足，無法購買補給。,
supplySuccess,補給成功，藥水+1,
switch,切換,
symbolGuide,符號說明,
templeBlessingCombatLuck,✨ 神殿的祝福降臨！戰鬥幸運,
templeBlessingGoldLuck,✨ 神殿的祝福降臨！金幣幸運,
templeBlessingMaxHp,✨ 神殿的祝福降臨！最大HP,
templeFound,🛕 你發現了一座古老的神殿廢墟...,
templeTreasure,💎 你在神殿中找到了古老的寶藏！獲得,
temporary_buff_expired,🔻 暫時增益 {key} 已消失,
test_character_select_desc,說明：完成第 1 周目 解鎖 法師；第 2 周目 解鎖 武士；第 3 周目 解鎖 弓箭手。選角時會隨機跳出三種血脈，請選一個主要血脈（永久）。血脈依職業區別，沒有共用。,
test_character_select_heading,角色選擇與血脈測試頁面,
test_character_select_title,測試 — 角色選擇與血脈,
test_playthrough_info,完成一週目可解鎖職業和天賦,
test_pref,測試偏好：{which},
thankYou,）以答謝你的到來。,
tier_common,普通,
tier_epic,史詩,
tier_fine,精良,
tier_legendary,傳說,
tier_rare,優良,
title,Egypt Adventures,
to,到,
tradingPostDesc,這裡可以補給物資，也可以出售你不需要的裝備。,
tradingPostFound,🏪 你發現了一個沙漠驛站！,
tradingPostTitle,沙漠驛站,
trapDamage,陷阱造成,
trapTriggered,💥 你觸發了古老的陷阱！,
travelerDecayed,💨 遺體和裝備都已被風沙侵蝕，無法使用。,
travelerNothing,🕊️ 你為旅人默哀，但身上已經沒有任何有價值的東西了。,
travelerScorpions,🦂 遺體周圍有毒蠍的痕跡，你謹慎地離開了，什麼也沒拿。,
treasureDecayed,💔 陶罐中的黃金已經完全風化，化為塵土，一無所獲。,
treasureEmpty,😔 陶罐是空的，什麼也沒有...,
treasureGood,💰 陶罐中有一些金幣，獲得,
treasureJackpot,✨ 陶罐中滿是閃亮的金幣！獲得,
treasurePoor,🪙 陶罐中只有少量金幣，獲得,
unequip,卸下,
unequipped,卸下,
use_game_ui,使用遊戲 UI,
victoryMessage,你擊敗了敵人！戰鬥結束，獲得獎勵。,
weapon,武器,
welcomeMessage,迷途的旅人，請選擇前進的方向來決定你在沙漠中的命運吧！,
xp,經驗,
youChose,你選擇往,
yourGold,你的金幣,
